h1,h2,h3,h4,h5,h6,h7,h8,img_filename
-0.4004695415496826,0.1155422180891037,-0.4297405481338501,0.39124977588653564,0.27461469173431396,-0.302453875541687,0.1722666472196579,-0.2850459814071655,heart_509.png
-0.3706810474395752,0.10983820259571075,-0.4136514663696289,0.4257729649543762,0.21804220974445343,-0.278048574924469,0.1811842918395996,-0.21204403042793274,heart_159.png
-0.3513907790184021,0.04329197481274605,-0.3947818875312805,0.3797181248664856,0.19186365604400635,-0.2262670248746872,0.14512000977993011,-0.25325071811676025,heart_502.png
-0.3469544053077698,0.07740280032157898,-0.42834416031837463,0.3846137821674347,0.24460917711257935,-0.2591378688812256,0.1697566956281662,-0.29308435320854187,heart_947.png
-0.36831799149513245,0.08929254114627838,-0.42136508226394653,0.4027947187423706,0.2436017394065857,-0.22418910264968872,0.15758450329303741,-0.30096593499183655,heart_1029.png
-0.3642388582229614,0.05948558449745178,-0.4451296329498291,0.4283238649368286,0.2526027262210846,-0.2548864781856537,0.18640148639678955,-0.2741948366165161,heart_929.png
-0.3552785813808441,0.07915988564491272,-0.36348652839660645,0.40017443895339966,0.20640268921852112,-0.25042131543159485,0.17078915238380432,-0.20195484161376953,heart_25.png
-0.3563604950904846,0.05705711245536804,-0.43820634484291077,0.43463873863220215,0.23218567669391632,-0.3406752645969391,0.2098550796508789,-0.282420814037323,heart_329.png
-0.33282536268234253,0.08134542405605316,-0.39340871572494507,0.36245596408843994,0.1956973522901535,-0.24259085953235626,0.17088928818702698,-0.21319787204265594,heart_501.png
-0.37467214465141296,0.10545598715543747,-0.4321659803390503,0.390347957611084,0.2473447173833847,-0.2576715052127838,0.14668448269367218,-0.22488030791282654,heart_1096.png
-0.3540065586566925,0.08330713957548141,-0.3719863295555115,0.37374699115753174,0.21764403581619263,-0.22432515025138855,0.17700164020061493,-0.18705958127975464,heart_663.png
-0.3501432538032532,0.07003046572208405,-0.38541924953460693,0.36430466175079346,0.22457605600357056,-0.21203398704528809,0.15700341761112213,-0.19088050723075867,heart_537.png
-0.40661394596099854,0.12774217128753662,-0.47059792280197144,0.41353750228881836,0.30319005250930786,-0.3251878023147583,0.20629368722438812,-0.2823672890663147,heart_345.png
